Artist,LeadArtistId
Gaspard Eden,3598533
Northcote,7785
Boombox Cartel,206474
"Jantsen, Conrank",468855
"Mooij, HALIENE",452907
Joel Plaskett,141441
Bruce Peninsula,150159
"Riot Ten, Shaquille O'Neal, T-Wayne",167451
Chris Renzema,174907
"Alex Newell, Tracy Young",189038
Myrkur,200035
Bleeker,206535
"SAYGRACE, Becky G",209018
Philip Sayce,209610
"TOKiMONSTA, VanJess",209666
"Los Rabanes, Ivan Barrios",217773
Matt Marvane,226532
"Melanie Pfirrman, Pitbull, IAmChino",420504
BIA,473107
WENS,525367
Chloe Lilac,530768
"Jason Ingram, Essential Worship",540742
Bright City,548807
Conan Gray,562618
"Lauren Jauregui, Tainy",569292
The Marías,653847
Ocie Elliott,784086
Cavetown,813672
Fame Holiday,867599
"Kevin Rolly, Manu Crooks, Astrokidjay",1014869
"Jorge Milliano, Logan Romero",1023201
Abraham Vazquez,1025563
Rifkysetya,1363074
Shordie Shordie,1373638
Justin Rarri,1378873
"The Worship Initiative, Shane & Shane, Dinah Wright",1620781
Ant Saunders,1650474
"Lil Loaded, King Von",1686347
"We The Kingdom, Tasha Cobbs Leonard",1693754
BADDIES ONLY,3541059
"Wiz Khalifa, Tyga",2974
Childish Gambino,3586
Childish Gambino,3586
Childish Gambino,3586
The Kid LAROI,1333786
"Wiz Khalifa, Tyga",2974
"El Dipy, Marcos da costa",143021
"King Monada, Tshego",416231
Cut Snake,207155
Car Seat Headrest,211012
Bright Eyes,630
"Sufjan Stevens, Lowell Brams",1813
All Time Low,2211
keshi,751087
Sondre Lerche,32426
"Son Little, Aslove",210983
Jeremy Zucker,257641
ROSALÍA,612801
OneRepublic,2796
The Federal Empire,206488
"Marlon Craft, Kota the Friend",612833
"MOULA 1ST, Pilla B, Pvrx",654150
Tyleen,924503
"Devault, Power Glove",100352
Devault,100352
Devault,100352
"Sikdope, LOUD ABOUT US!",206348
Stray Kids,921931
Mob Rich,1331603
Mob Rich,1331603
Konradsen,1336999
"Ovy On The Drums, TINI",1366884
Alina Baraz,4722
Hailee Steinfeld,4904
Hailee Steinfeld,4904
"Sebastian Yatra, Ricky Martin",13516
Jaunt,34058
"Party Favor, Georgia Ku",5283
BlocBoy JB,773776
"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",224838
The Sundown,3593857
Trap Manny,1204227
"Destructo, Yo Gotti, Denzel Curry",4208
F.O.O.L,3918
"Mozzy, Blxst",197716
Duke & Jones,227755
Trevor Daniel,720461
Trevor Daniel,720461
Camilo,1355995
Elah Hale,1419424
Oliver Malcolm,3566277
Bob Dylan,4
Pearl Jam,70
"Alicia Keys, Chronixx, Protoje",977
Lincoln Brewster,1282
"Gareth Emery, Annabel, Giuseppe Ottaviani",2363
"Steve Aoki, Slushii",3085
"Cash Cash, Wrabel, Vice",3403
"Jesus Culture, Bryan & Katie Torwalt",3533
"AWOLNATION, Alice Merton",3783
Jamie Grace,3971
Rend Collective,4134
Colton Dixon,4141
Tory Lanez,4234
"American Authors, Seeb, Petey",4460
5 Seconds of Summer,4477
"PARTYNEXTDOOR, Rihanna",4587
PARTYNEXTDOOR,4587
"Galantis, Hook N Sling, Dotan, Raven & Kreyn",4588
"Kane Brown, John Legend",5408
Maurice Moore,5657
"Trouble, Quavo",12914
Brandon Lake,606410
Carlie Hanson,725764
"42 Dugg, Lil Baby, Yo Gotti",924438
Alex Mali,211082
"Nef The Pharaoh, Guapdad 4000",198244
"Lost Boy, gnash",326800
"KREAM, Imanos",19723
BLENDA,599977
Jordan Davis,643783
Kip Moore,4009
"Murda Beatz, YNW Melly, Lil Durk",601123
Mack Brock,884270
"Brray, Mariah Angeliq",219440
"NAV, Gunna, Travis Scott",476687
"Kandace Springs, Norah Jones",78705
Keith & Kristyn Getty,24292
Clinton Kane,1354062
645AR,1768022
"KRYPTO9095, 24kGoldn",1458508
UPSAHL,521020
"Zardonic, Fickle6, The Qemists, Fickle6 VIP",432262
"Gian Varela, Sharlene, Lash",550396
"Vakero, Bimbo",421779
"Hollaphonic, Xriss",409735
Hania,3606033
"De Bruces A Mi, Providencia",29069
"Habimoya, YHB Sleepsalot",723894
Jackson Browne,271
"Steffany Gretzinger, Wonder Grace Gretzinger",168243
Rhett Walker,318524
"Lunay, Myke Towers, Ozuna, Chencho Corleone, Rauw Alejandro",1023629
Oriana,616773
"Jack Fowler, Figure flows",3606165
Third Party,150415
"Rony Rex, Laz Perkins, GFOTY",600151
Madchild,179931
Armenia,1400126
"Dale Anthony, Faith Out Loud, Samantha Howard",841342
Luz,3595450
TS Graye,1091023
Roquemore,3606172
Loviet,1779116
NojokeJigsaw,887558
The Glorious Sons,4662
Coleman Hell,5034
Mise En Scene,397690
Mister Nobu,3540398
"Vicetone, BullySongs",4422
"John C, Bhavi, Omar Varela",755964
"Knxwledge, NxWorries, Anderson .Paak",76541
Hanni El Khatib,86222
LIFE Worship,93496
"Fonkynson, Vaness",97818
"Corey Voss, Madison Street Worship, Baily Hager",110149
Comethazine,113561
Nap Eyes,129981
The Treble,136939
"Ghastly, Karra",160020
Basia Bulat,176519
Amtrac,207172
"24hrs, Ty Dolla $ign",207296
"Eva Shaw, Nate Husser",207402
"Jessie Reyez, Eminem",208137
"Shallou, Ashe",209303
"Shallou, The Knocks",209303
"Shallou, Erika Sirola",209303
Shallou,209303
"Shallou, Vancouver Sleep Clinic",209303
Axel Flóvent,209999
"Dabin, Essenger",210886
Waxahatchee,213492
"grandson, DREAMERS",215304
"Gavin Haley, Yung Pinch",217098
"Matt Marvane, Chris McClarney",226532
JYDN,238869
Jacaszek,316895
"Ty Brasel, WHATUPRG, 1K Phew",357992
Faruk Orakci,420423
Frente Cumbiero,471875
Bongeziwe Mabandla,476550
Quinn Lewis,507804
Ingrid Andress,519633
Orion Sun,524710
Kali Claire,537949
lovelytheband,566773
Billy Raffoul,601705
"Nashville Life Music, Leeland",651572
Kailee Morgue,653821
Kelsi Mayne,759794
GASHI,781351
Romeyo Wilson,790010
Cavetown,813672
Fame Holiday,867599
"Lex Leosis, Snotty Nose Rez Kids",900972
"Kevin Rolly, Roy Woods, Yung Tory",1014869
Giveon,1202489
IV JAY,1334523
Fivio Foreign,1455972
"The Worship Initiative, Shane & Shane",1620781
ELEVATION RHYTHM,1654689
Lil Loaded,1686347
"Nieman J, Eric Bellinger, Joe Moses, Wale, RJMrLA",3592739
"Tyga, Curtis Roach",3184
Eph Raim,1700923
Lil Durk,4449
"ricky retro, Joe Exotic",1349390
"Queen Naija, Mod da God",821871
Smino,129679
"Thomas Rhett, Reba McEntire, Hillary Scott, Chris Tomlin, Keith Urban",4222
BASE,3614090
"SVDDEN DEATH, SNAILS",613755
All Time Low,2211
Lil Poppa,1417176
J. Hutton,654042
Elko,1645479
Zack Oke,1526534
Shade,1116770
Chicano Batman,28123
Nick Hakim,85838
Lido Pimienta,87636
Tm88,197754
Born Ruffians,209942
"Abdullah Al Mukhles, Fahed Bin Fasla",1480651
Future,3870
"Kevin Ross, Sonna",5051
"KAROL G, Anuel AA",206809
Orville Peck,805092
Zaia,602481
KILLBOY,3439013
Dyno Wibisono,3378266
Kadeema,3494157
"Rich The Kid, Lil Baby, Future",38781
APB,196006
Bazzi,213807
DaBaby,398544
Smoove'L,3532332
LASTMONDAY,3589089
"Mati Gómez, Nicky Jam, Reik",1689266
Kllo,33545
JT Soul,431772
REAPER,1699801
DJ Agile,744684
"Alex Sensation, Myke Towers, Jhay Cortez, Arcangel, De La Ghetto, Darell",30742
Jessie Reyez,208137
"Jessie Reyez, Rico Nasty, Melii",208137
YoungBoy Never Broke Again,215373
July Talk,251021
Faouzia,411196
Hayley Williams,433603
Isaac Dunbar,1338272
Lila Drew,1345657
Leo Bash,1721005
"Turbo, Gunna, Young Thug",3613083
"Turbo, Gunna, Young Thug",3613083
"Classified, Breagh Isabel",1942
"All Time Low, blackbear",2211
"Steve Aoki, Icona Pop",3085
Drake,3380
Drake,3380
"Cash Cash, Wrabel, The Wild",3403
"The Weeknd, The Blaze",3852
The Weeknd,3852
The Weeknd,3852
"Marshmello, Southside, Giggs, SAINt JHN",3907
"Dillon Francis, BabyJake",3920
Elevation Worship,4043
"Kid Ink, Rory Fresco",4233
Tory Lanez,4234
"Galantis, Steff da Campo",4588
Madison Beer,4655
Zion & Lennox,1983
Joshua Bassett,1654851
"Los Rakas, D Smoke",198985
Sheff G,720045
"DJ Nelson, Babywine, Alejandro Armes",192383
"Santino Le Saint, Mariah Angeliq",649678
"Sylwia Przybysz, Konrad OldMoney",141464
Syph,20433
"dEVOLVE, Alx Veliz, Charly Black",512984
Alessia Cara,5239
Chrissy Metz,745014
"YXNG K.A, jetsonmade",3575416
Lindsay Lohan,317971
"Jerry Di, Noriel, Lyanno, Rafa Pabön, Cauty, Tommy Boysen",725068
"Jenn Morel, Mariah Angeliq, Elisama",494973
Sam Hunt,4954
"ILLENIUM, Excision, I Prevail",5204
"Young Bombs, Robinson",371813
"Louis The Child, Quinn XCII, Chelsea Cutler",4985
Eddie Benjamin,3613965
"Miles Morrison, Yo Gotti",3613969
Guap Tarantino,780202
"Ambjaay, Wiz Khalifa",1419544
Killswitch Engage,1259
TroyBoi,62627
Malaa,469962
"DJ Carisma, Ty Dolla $ign, Azjah, Toni Romiti",68683
"DLMT, LöKii",212957
"QUIX, Nevve",78201
Dayanara,809651
Sara Cruz,1514229
"Acru, fernandocosta, Haze",420559
Laura Y La Máquina De Escribir,1510317
Hansel Gunawan,3614093
"Johnny Dukane, Hyper Fenton, Josiah Charon",1005287
Francois de Beer,3613957
Bryan Chua,1010640
Izellah,1188737
Divino Rivera,1457326
TWICE,5367
DONT BLINK,1347000
Chapter & Verse,3553041
Wh0,1091457
Bri Babineaux,5499
"The Knocks, Mat Zo",2189
Making Movies,127415
"Hozwal, Alex Rose",1512488
jenery cukarla,3613446
Jelani Aryeh,736652
Lemaitre,4022
Lamarr Lyons,3614542
"Jelani Blackman, Big Zuu",48245
The Elwins,144396
"Raphaël Di Raddo, Magdala, Aphtanan",743593
The Blue Stones,212120
Tilsen,572109
Dallas Smith,148907
Omar LinX,431624
"CNCO, Natti Natasha",5609
Billy Talent,14948
Filmore,22117
"Keith & Kristyn Getty, Jordan Kauflin",24292
April Ivy,44981
Cienfue,49918
"Maía, Dayhan Díaz, Tokao Club",87349
"Corey Voss, Madison Street Worship, Harley Rowell",110149
Lydia&Sebastien,123763
Chantal Kreviazuk,128144
Charles Billingsley,137075
"Bethel Music, Cory Asbury",137704
"Alex Newell, The Cube Guys",189038
Yoste,190685
Ashley McBryde,202452
Allan Rayman,206712
"Amtrac, Lali Puna",207172
Liza Anne,208488
Boston Manor,208661
Kierra Sheard,208935
"SAYGRACE, Tate McRae, Audrey Mika",209018
Diana Gordon,209692
Black Atlass,209838
"AC Slater, Chris Lorenzo, Purple Velvet Curtains, Flava D",209899
"AC Slater, Jack Beats, Sinden, Flowdan, DALCO",209899
"AC Slater, CID",209899
Phil Good,212763
Yung Pinch,215374
JOYRYDE,217239
JOYRYDE,217239
"JOYRYDE, Fze",217239
"JOYRYDE, Nolay",217239
JOYRYDE,217239
"Doja Cat, Snakehips",217671
"Los Rabanes, Osvaldo Ayala",217773
"Los Rabanes, Alejandro Lagrotta",217773
"Matt Marvane, Dogg Master",226532
Ricky Dillard,240715
Jimi Cravity,259671
Charlotte Lawrence,299113
tobi lou,307410
Mosaic MSC,311803
.gif,313193
"Souly Had, Audrey Mika",321366
Clara Mae,431406
Loote,433681
"Housefires, Kirby Kaple, Dante Bowe",451742
BIA,473107
"Kiana Ledé, Ari Lennox",478422
Peach Pit,486519
Las Áñez,505305
delush,505792
"Vineyard Worship, Daena Jay",506926
"Midnight Kids, Prophecy",514242
"Midnight Kids, Direct",514242
"Midnight Kids, Mord Fustang",514242
"WHIPPED CREAM, Lil Keed",566452
Billy Raffoul,601705
"OTR, Au/Ra",602695
LIZ LOKRE,643427
"Ali Gatie, Don Diablo",712820
Futures,736080
Anna Burch,747718
Snotty Nose Rez Kids,791446
Moonga K.,807252
Benita Jones,860462
Rod Wave,1009958
Ryan Langdon,1012981
Rich Flo,1026853
Fredo Bang,1114575
Runaway Nuns,1333985
Shordie Shordie,1373638
"The Worship Initiative, Shane & Shane",1620781
Ant Saunders,1650474
"Lonr., H.E.R.",1721085
Cheo,3421806
Grey Daze,3522339
BADDIES ONLY,3541059
Redy Afrians,1027502
Tenille Townes,1004724
Toni Braxton,83
iMarkkeyz,142338
"Joe Pea, Susio",3536982
Emanuel,3621149
The Aces,141986
Other Lives,206287
YoungBoy Never Broke Again,215373
NoCap,1341576
Bino Rideaux,662249
Raquel Sofía,25430
Oliver Tree,430760
Woods,2732
Beyries,256650
GUIA,3628827
"graves, 93FEETOFSMOKE, REVEL",309423
"Gryffin, Chris Lane",5153
Ne Jupiter,718127
A is for Arrows,3434031
"Alesso, Liam Payne",3894
Joshua Speers,1367240
Omar Apollo,665527
"Rezz, Grabbitz",206307
"Jonah Yano, Tatsuya Muraoka",1113517
Caiiro,562923
Super Duper,472349
The Beths,558952
"Kayzo, Calcium",421980
"Apashe, SLUMBERJACK, Wasiu",110926
Alina Baraz,4722
"Salt Cathedral, duendita, MC Bin Laden",86707
Thutmose,113943
"SLANDER, Said the Sky, JT Roach, Blanke",131298
"SLANDER, Said the Sky, JT Roach, Au5",131298
"Mozzy, Polo G, Lil Poppa",197716
Alejandro Fernández,206367
Sandhy Sondoro,312879
Kid Froopy,347806
Christian Lalama,541633
Remi Wolf,691085
Remi Wolf,691085
Ava Max,717113
Gracie Abrams,1414843
"Dreamville, Ari Lennox",1610170
Selena Gomez,3168
Washed Out,3475
Dylan Fuentes,924285
Hazy Daisy,3627628
Langit Sore,1469454
Twenty One Pilots,4018
"North Point Worship, Lauren Lee Anderson",87271
E-40,905
"Angel Olsen, Johnny Jewel",212074
David Leonard,1346670
Citizens,273287
Soul Survivor,263227
Zoe Sanders,3422020
Slushii,5608
"Corey Voss, Madison Street Worship, Jenna Bataller",110149
Lou Fellingham,112484
Phoebe Bridgers,122237
Rico Nasty,156043
Local Sound,170064
Rexx Life Raj,198688
Mt. Joy,207505
Alec Benjamin,405139
"Ezra Jordan, Willa",550529
Thrive Worship,599959
"Dee Watkins, Tai Boujie",1149677
Isaac Dunbar,1338272
Alexander 23,1422356
"EOB, Laura Marling",1787184
"Ricky Martin, Farruko",109
Dropkick Murphys,172
David Bowie,238
Kenny Chesney,926
The Strokes,1011
"Kelly Clarkson, Maya Buskila",1595
Matthew West,1930
"Diplo, Wax Motif",1964
Gareth Emery,2363
"Asher Roth, Joyce Wrice",3236
"Cash Cash, Wrabel, Midnight Kids",3403
RMR,3573977
IDK,207465
"Doorly, Colour Castle, Misingo",341434
Miguelito,317541
Willie Jones,1136928
"Canon, MainMain",108564
YSN Flow,1402487
"Sky, Feid, Jowell & Randy",25802
Anna Golden,277454
"Kafu Banton, Bad Gyal",415246
Maddie & Tae,199486
J.I the Prince of N.Y,717979
Matador,99780
"Leon Bridges, John Mayer",5124
Stalking Gia,209707
"India Shawn, 6LACK",648714
"Black Eyed Peas, Ozuna, J. Rey Soul",728
"Usher, Lil Jon, Ludacris",757
"Dove Cameron, BIA",4898
Active Child,208985
"Jaycen A'mour, Rave Radio",445047
Shantel May,880380
The Inspirations,473596
Worry,1731058
Fuerza Regida,873154
Yola Theodora,894621
Ardyans,3628815
Jacob Frish,1412137
"Bubaseta, Santa Fe Klan, Subwoffer",211684
Colton Dixon,4141
22Gz,821996
Roman El Original,214430
"Datin, Shiwan, Parris Chariz, Dre Knowss",166904
"Krewella, Prince Fox, Arrested Youth",4182
Adriana Lucia,432721
"Jd Pantoja, Noriel",695874
Scuba,210693
Mr. Popular,857926
"Hip Hop Hoodíos, Mexican Institute Of Sound, Santi Mostaffa",383821
Kid Ink,4233
"sagun, Kali Claire",746743
Aaron Smith,1666515
Troi Irons,778477
Raid,1532974
Tory Lanez,4234
"Klutch, James Seville",784204
Max Parker,1088951
Casper TNG,594084
The Trews,179724
Bagdja,1461384
Peter Katz,3666
"D4vid Lee, EIHDZ",3628801
Jess Moskaluke,210597
"JSTJR, Schade",416435
"Dixson Waz, Atomic Otro Way",57403
Will Clarke,93861
"SZA, Justin Timberlake, Oliver Heldens",4515
"Syn Cole, Greyson Chance",4647
Tep No,5027
SNBRN,5127
"Matoma, LATENIGHTJIGGY",5211
Kacy Hill,5271
TWICE,5367
"dvsn, Ty Dolla $ign, Buju Banton",5541
"dvsn, Ty Dolla $ign, Buju Banton",5541
gnash,5594
"People of The Earth, Michael Schawel",11605
"Keith & Kristyn Getty, Shane & Shane",24292
Palaye Royale,49674
"DREAMERS, grandson",84754
Joshua Hyslop,87115
Mitchell Tenpenny,120290
La+ch,134100
Charles Billingsley,137075
"Bethel Music, Jenn Johnson",137704
STRFKR,161500
The Washboard Union,166161
The Dears,184435
"Mahmut Orhan, Fatih Basoglu",206417
"24hrs, DJ Drama, K CAMP, MadeinTYO",207296
"Eva Shaw, Nate Husser, ILLYMINIACHI, Reeves Junya",207402
Wild Rivers,208489
"Maffio, Don Miguelo",210450
Frank Walker,212005
Big Sugar,212534
"Buddy, Kent Jamz",213465
"MILCK, The Knocks",214348
"Tauren Wells, Essential Worship, Davies",236507
Hamilton Leithauser,262842
Julian Lamadrid,299491
Lennon Stella,435498
"Yella Beezy, Young Thug",465564
"Cautious Clay, Raedio, Alex Isley",492466
Symba,600058
Emily Rowed,602870
Native Kingdom,722469
Luna Li,742178
John Lindahl,782080
"Kayobe, Olive B",801352
"Kina, yaeow",902878
"Sky Rompiendo, Feid, Jowell & Randy",1091042
Fredo Bang,1114575
Pink Sweat$,1118137
Polo G,1120779
Jackie Lynn,1306800
Lil Gotit,1328297
"6ixbuzz, KILLY, Houdini",1333465
The Church Will Sing,1336952
Kim!,1408023
"100 gecs, Dorian Electra",1577917
feelswithcaps,1580454
"SimxSantana, Fivio Foreign",1643857
Lil Loaded,1686347
Las Villa,1782705
"2KBABY, G Herbo",1789822
"Drewgon, Damero., Dzulfahmi",3422961
Jac Ross,3513776
"GAYLE, The Him",3540881
"Nieman J, Eric Bellinger, Joe Moses, Young Thug",3592739
"Kelly Clarkson, Blas Cantó",1595
"Santa Fe Klan, Robot95",313013
Pitbull,1896
Y La Bamba,213080
Ruston Kelly,4693
Becky G,4236
"Blacka Da Don, Cheffie",30122
Neck Deep,4858
APB,196006
"Kelly Clarkson, Zaz",1595
Micro TDH,712526
Kid Cudi,3213
"TOBi, Kemba",31417
"MASN, Trippie Redd",1658971
Dolphin Smiling,76414
"Jameson Rodgers, Luke Combs",214518
"Rameses B, Zoe Moon",12154
"SLATIN, KG Man",214419
ripmattblack,1351365
Norah Jones,1220
"Carlos Vives, Manuel Turizo",1334
"Y2K, The Kid LAROI, blackbear, Bankrol Hayden",558932
"Deante' Hitchcock, JID",415090
Muzz,3589965
Kyra,3511300
A Day To Remember,2281
Brad Paisley,1009
"Hanare Gumi, kotoringo",181527
Valentina,1402599
"David Strickland, Que Rock",712789
"Dillon Francis, BabyJake",3920
Kehlani,4817
"Louis The Child, Foster The People, Luttrell",4985
Corb Lund,170808
Kyle Watson,207152
Johnny Orlando,214276
Duke & Jones,227755
"iamnotshane, Thomas Gold",258073
Brittany Howard,384142
Brittany Howard,384142
Kenny Mason,894953
Konradsen,1336999
Livingston,3565412
Kelly Clarkson,1595
Feed Me,3306
Playboi Carti,470449
Tiagz,877492
"Jeff Beck, Johnny Depp",16208
"Bazzi vs., Haywyre",906295
Omar Noir,1363576
Katie Malco,576474
PHLO,1656845
Kehlani,4817
Jaunt,34058
Car Seat Headrest,211012
Car Seat Headrest,211012
July Talk,251021
Hayley Williams,433603
Hayley Williams,433603
Rence,488629
"Ava Max, Syn Cole",717113
Greeicy,717243
RIMON,857215
Elah Hale,1419424
Max Leone,3523668
Bob Dylan,4
David Bowie,238
"Switchfoot, Jenn Johnson",710
The Used,1417
Good Times Ahead,1933
"Diplo, Blanco Brown",1964
John Legend,2053
"Tech N9ne, Landxn Fyre",203553
"Taiki Nulight, LO'99",212461
Dylan Cartlidge,726939
FEGA,1623480
Savannah Cristina,722628
Brett Eldredge,3771
"The-Dream, Jhené Aiko",101254
Thi'sl,95171
"Westside Gunn, Wale, Joyce Wrice",16179
"Jackboy, Kodak Black",240394
Jenna Wright,1588721
"Ashton Travis, Chase B",1417749
Joey Montana,206680
Tiana Major9,562588
Kaash Paige,1376005
Still Woozy,716072
Lund,525643
Influence Music,662192
Danny Gokey,3457
French Montana,3754
"21 Savage, Summer Walker",5730
Fiona Apple,262
"Chloe x Halle, Swae Lee, Mike WiLL Made-It",16910
Zhavia Ward,818295
Mimi Webb,778014
"Billie Joe Armstrong, Green Day",91907
"Oliver Heldens, Boy Matthews",4765
"Yung Bae, Low Steppa, bbno$, Billy Marchiafava",194037
Newsboys,371
"The Golden Pony, Nova Zef",299029
JD Era,278276
"Wuki, Roxanna, Bellecour",431317
YULTRON,244589
Roadtrip to Antarctica,1704206
Aspova,833150
88/89,3639782
Thin Escape,1375179
High Valley,3278
Kevin Ruenda,3640232
EDEN KAI,467591
"Jaymes Young, Prince Fox",4660
Sueco,1451395
KAMAUU,1472344
KB,207418
Kelly Rowland,1449
"Hallasen, Sk-Hall, Fakti, LilyBranch, Julia Hallåsen",1335472
Jason Crabb,467424
Bon Iver,3000
"Mark Eliyahu, Fuat Güner",486517
Myles Castello,1005002
New Bleach,3640209
Chee,77627
ASHS,1141235
The Reklaws,203306
Jill Barber,22878
Jaguar Jonze,1146483
Jon Bryant,174564
Jarle Skavhellen,214170
"Laudr8, Kasia Luna, VICTR",1391648
NOBRO,1556854
"Taw, Harley Bird, Veronica Bravo",41744
Fionn,750122
Silent Noise,1492284
GLD,526108
HELLBOUND!,1461090
Sidewalk Prophets,3567
KALEO,4854
"YFN Lucci, Bankroll Freddie",5314
"dvsn, PARTYNEXTDOOR",5541
"dvsn, Summer Walker",5541
"dvsn, Summer Walker",5541
"Trouble, Jeezy",12914
Ekali,40430
Arizona Zervas,64150
Lido Pimienta,87636
"Corey Voss, Madison Street Worship",110149
"Yung Beef, Pablo Chill-E, Pipo Beatz",122666
Gord Bamford,127310
Chantal Kreviazuk,128144
Joel Plaskett,141441
Bruce Peninsula,150159
Local Sound,170064
The Pack a.d.,174197
Angie Rose,189186
Ron Sexsmith,190320
Chris Malinchak,207368
Fuego,208528
"Kierra Sheard, Tasha Cobbs Leonard",208935
"Alex Gaudino, Bottai, Moncrieff, Blush, Hiisak",212541
"Buddy, Kent Jamz",213465
Bazzi,213807
Picture This,213894
Picture This,213894
"Rvssian, Anuel AA, Juice WRLD",214112
Christian French,214313
Harrow Fair,255575
Jeremy Zucker,257641
"DaBaby, Roddy Ricch",398544
Faruk Orakci,420423
"Housefires, Kirby Kaple",451742
Dark Heart,469996
Bright City,548807
Tate McRae,550577
Lauren Jauregui,569292
"G.No, Kaysha",586970
Alive City,650200
Vertical Worship,717552
"Ne Jupiter, Aleyna Talınlı, Batu Akdeniz",718127
Futures,736080
"Gabby Barrett, Charlie Puth",824091
"Lil Tecca, Internet Money",1014878
"Lil Tecca, Internet Money",1014878
"Jorge Milliano, Falsetto",1023201
"Blueface, Asian Doll, Glokk 9, NLE Choppa, Sada Baby, Kiddo Curry",1110871
"Fredo Bang, Lil Baby",1114575
Powfu,1119813
"The Kid LAROI, Lil Tjay",1333786
"Camilo, Christian Nodal",1355995
Camilo,1355995
Rifkysetya,1363074
MALACHI,1391780
"Love Harder, Julie Bergan, R3HAB",1679271
Lil Loaded,1686347
EOB,1787184
"Nieman J, Eric Bellinger",3592739
"Jack Gilinsky, Don Toliver",3639759
"Jack Gilinsky, Don Toliver",3639759
"Billie Eilish, Finneas O'Connell",5596
Luis Fonsi,1434
"T3R Elemento, Farruko",199729
Munthe,1633452
The Unknwn,3547494
"Shoreline Mafia, Q Da Fool",717723
GOT7,4772
Yung Heazy,729988
"Stonebank, Elizaveta",208070
"Wiz Khalifa, Megan Thee Stallion, Mustard, Ty Dolla $ign",2974
"SZA, Justin Timberlake, Ovy On The Drums",4515
"Halsey, Kelsea Ballerini",5109
Ro James,207754
Lil Skies,706689
Bright Eyes,630
Missy Elliott,1041
Masego,306778
StaySolidRocky,3647326
DDG,38708
Landis,206508
"RAN, Hindia",324955
"Big Wild, obli",5094
Charlie Burg,219028
Haley Blais,264338
Chicano Batman,28123
Nick Hakim,85838
Victoria Monét,195118
APB,196006
Nancy Amancio,326375
Hayley Williams,433603
"Young Jonn, Tiwa Savage, Joeboy",1186093
Kacey Musgraves,4336
YUNGBLUD,558951
david hugo,1384582
Bhad Bhabie,729342
"Lowsan Melgar, Julio Melgar, Miel San Marcos",723149
"Asher Roth, Lil Yachty",3236
"Valentino Khan, Ship Wrek",46206
"Cautious Clay, Remi Wolf, sophie meiers, Still Woozy, Claud, Melanie Faye, HXNS",492466
UMI,774028
Flo Milli,1435071
Alicia Keys,977
"Gente De Zona, Becky G",3614
"iLe, Natalia Lafourcade",81999
Mulatto,241165
"Boyce Avenue, Seth Vogt",3367
Goody Grace,113525
KROY,162902
Maluma,4679
"Alina Baraz, Khalid",4722
Kane Brown,5408
"Sebastian Yatra, Rauw Alejandro, Manuel Turizo, Cosculluela, Lalo Ebratt, Llane, Dalmata",13516
"Lenny Tavárez, Rafa Pabön, Cauty",120581
"Feid, Sky",152776
"T-Pain, Chris Brown",209507
"Khalid, Disclosure, DaVido, Tems",209693
"Shadow Blow, Lapiz Conciente",217720
"Nacho, Chyno Miranda, Chino & Nacho",565154
"Cazzu, Myke Towers",668307
Cazzu,668307
Lil Baby,731530
"Winona Oak, MAKJ",898967
"Omar Souleyman, Boys Noize",70490
"Earl Sweatshirt, Maxo",3828
Young Dolph,194507
"Murs, Dee-1, Horace C. Bowers",171052
Alextbh,53136
Rubi Rose,1332496
"Black Coffee, Sabrina Claudio",207361
"Adventure Club, Said the Sky, Caly Bevier",207229
The Score,5141
Smooky MarGielaa,717580
Njomza,355585
Tye Tribbett,129083
Juice WRLD,921966
"THE SCOTTS, Travis Scott, Kid Cudi",3651080
KIITA,1416961
Rachel Wammack,924325
Lolo Zouaï,784359
"Wongo, Greyson Chance",213720
Sarah Barrios,713570
Montana Tucker,706597
"Mo'funk, Todd Terry",1388597
Nobeat,1033517
st. Pedro,3608536
"MOD SUN, Machine Gun Kelly, Goody Grace",197302
Lil Xtra,920426
Black Mambo,793713
Keith Urban,1058
"Bizzle, J.R.",31465
Ruben Dawnson,1481255
"Kiko Navarro, Isis ""Apache"" Montero, Roque Martinez",92623
"DJDS, Bibi Bourelly, Kiah Victoria",57548
"BRELAND, Sam Hunt",1644133
"Jidenna, Raedio",5156
"The Used, Mark Hoppus",1417
Trey Songz,2167
"Rodney ""Darkchild"" Jerkins, Tim Bowman Jr, Joy Enriquez, Kirk Franklin, Kelontae Gavin, Fred Hammond, Heavenly Joy, Le'Andria Johnson, Lecrae, Mary Mary, Jac Ross, Marvin Sapp, Karen Clark Sheard, Kierra Sheard, Shelby 5",326571
Amanda Lindsey Cook,209309
"Dímelo Flow, Arcangel, Chencho Corleone, Wisin & Yandel, Myke Towers",600735
Niña Dioz,444942
Sarah Kroger,235700
NIIVA,64411
Hurshel,1023205
Jade Eagleson,1028719
Madeline Merlo,309310
"SLMN, JON VINYL",947749
CMDWN,222394
FouKi,748521
"Max Hurrell, Axol",732623
Egi,842318
The Sunset Kids,1411548
"SOMMM, Maky Lavender, Ariane Moffatt & D R M S",1700682
"BIJOU, Dr. Fresch, Willy Northpole",612092
Rhea Raj,493662
Jordyn Jones,311756
The Killers,1939
"Jesus Culture, Chris McClarney",3533
"AWOLNATION, Weezer",3783
"Galantis, Wrabel",4588
"K CAMP, Jacquees",4617
